Date_Cleaned,Asset_ID,Equipment_Type,Client_Name,Deployment_Location,Daily_Rate_NGN,Running_Hours,Fuel_Liters,Status,Maintenance_Priority
2024-11-09,NSP-1754,Pipe Tracker,Chevron,Milaha Barge,3202.0,152.66779069767443,445.7,In Maintenance,Normal
2024-08-19,NSP-2428,Pipe Tracker,TotalEnergies,Milaha Barge,0.0,75.2,396.4,Standby,Normal
2024-06-15,NSP-4229,VideoRay Pro 4 ROV,Indigenous Oil Co,Onne FOT,3053.0,197.97,140.4,Deployed,Normal
2024-06-15,NSP-3739,VideoRay Pro 4 ROV,Indigenous Oil Co,Forcados Terminal,4498.0,151.88,349.7,Deployed,Normal
2024-11-12,NSP-5868,Offshore Trash Skip,Indigenous Oil Co,Escravos,3957.0,136.32,418.7,Awaiting Repair,Normal
2024-06-15,NSP-2781,Pipe Tracker,Shell (SPDC),Milaha Barge,2517.0,175.94,275.8,Awaiting Repair,Normal
2024-06-15,NSP-7614,Cargo Basket,Chevron,Forcados Terminal,1441.0,146.33287234042555,251.22,Awaiting Repair,Normal
2024-06-15,NSP-7617,VideoRay Pro 4 ROV,Chevron,Forcados Terminal,4809.0,126.54,69.96,Standby,Normal
2024-03-19,NSP-8860,VideoRay Pro 4 ROV,Indigenous Oil Co,Milaha Barge,900.0,211.71,288.2,Standby,Normal
2024-06-15,NSP-1858,Rhino Boat,Chevron,Forcados Terminal,1428.0,181.75,490.2,Deployed,Normal
2024-06-15,NSP-7952,Air Compressor 800cfm,TotalEnergies,Bonny Island,2563.0,269.58,484.5,Deployed,Normal
2024-01-04,NSP-4253,120kva Generator,Chevron,Escravos,4698.0,146.63626666666667,434.07,Standby,Normal
2024-11-08,NSP-9529,Rhino Boat,Chevron,Forcados Terminal,6019500.0,109.8,219.3,In Maintenance,Normal
2024-06-15,NSP-7546,Rhino Boat,ExxonMobil,Escravos,4038.0,204.91,321.3,Deployed,Normal
2024-01-29,NSP-5938,Cargo Basket,ExxonMobil,Milaha Barge,7018500.0,131.01,336.8,Standby,Normal
2024-05-18,NSP-9212,VideoRay Pro 5 ROV,Chevron,Escravos,1591500.0,101.36,277.4,Standby,Normal
2024-03-26,NSP-8111,Offshore Trash Skip,TotalEnergies,Onne FOT,1674.0,175.71,233.3,Awaiting Repair,Normal
2024-04-04,NSP-5749,120kva Generator,ExxonMobil,Offshore Rig Alpha,2614.0,210.88,275.07,Deployed,Normal
2024-06-15,NSP-4285,Rhino Boat,Shell (SPDC),Milaha Barge,5095500.0,104.05,499.26,Awaiting Repair,Normal
2024-06-15,NSP-4308,Rhino Boat,Indigenous Oil Co,Bonny Island,2504.0,108.9,73.1,Standby,Normal
2024-10-31,NSP-3523,Rhino Boat,Indigenous Oil Co,Milaha Barge,2707500.0,89.04,135.7,In Maintenance,Normal
2024-06-15,NSP-2724,Towing Winch,Chevron,Milaha Barge,1720.0,203.13,342.8,Standby,Normal
2024-06-15,NSP-6193,VideoRay Pro 5 ROV,ExxonMobil,Escravos,2720.0,150.71500000000003,259.17,Standby,Normal
2024-06-15,NSP-4293,VideoRay Pro 4 ROV,Chevron,Onne FOT,2886.0,151.22969924812028,186.4,Standby,Normal
2024-08-12,NSP-4551,VideoRay Pro 5 ROV,TotalEnergies,Onne FOT,1211.0,150.04,137.7,Standby,Normal
2024-06-15,NSP-9118,VideoRay Pro 4 ROV,Chevron,Offshore Rig Alpha,7098000.0,143.83,446.6,In Maintenance,Normal
2024-06-15,NSP-2918,Pipe Tracker,Shell (SPDC),Onne FOT,4633.0,152.66779069767443,213.3,Standby,Normal
2024-06-15,NSP-7382,Towing Winch,Chevron,Onne FOT,4560.0,162.5,211.47,Deployed,Normal
2024-06-15,NSP-1823,Cargo Basket,Shell (SPDC),Offshore Rig Alpha,4772.0,121.93,240.09,Awaiting Repair,Normal
2024-06-15,NSP-9587,Pipe Tracker,TotalEnergies,Milaha Barge,2393.0,141.34,318.3,In Maintenance,Normal
2024-08-19,NSP-4994,Towing Winch,Shell (SPDC),Bonny Island,844.0,133.67,255.0,In Maintenance,Normal
2024-12-25,NSP-5070,Rhino Boat,TotalEnergies,Offshore Rig Alpha,1746000.0,161.62,62.01,Deployed,Normal
2024-04-28,NSP-7895,120kva Generator,ExxonMobil,Milaha Barge,1575.0,195.07,175.1,Deployed,Normal
2024-05-02,NSP-4403,VideoRay Pro 5 ROV,Shell (SPDC),Onne FOT,1731.0,156.47,71.5,Standby,Normal
2024-06-15,NSP-5277,Towing Winch,Shell (SPDC),Offshore Rig Alpha,1474.0,50.72,76.32,Deployed,Normal
2025-01-26,NSP-3268,Cargo Basket,TotalEnergies,Bonny Island,2526.0,159.52,220.4,Standby,Normal
2024-10-19,NSP-4061,VideoRay Pro 5 ROV,Shell (SPDC),Forcados Terminal,1627.0,115.71,71.55,Standby,Normal
2024-07-30,NSP-3224,VideoRay Pro 4 ROV,ExxonMobil,Milaha Barge,3423.0,244.8,209.88,Standby,Normal
2025-01-13,NSP-4391,VideoRay Pro 5 ROV,TotalEnergies,Offshore Rig Alpha,4315.0,143.79,333.4,Awaiting Repair,Normal
2024-06-15,NSP-3686,Air Compressor 800cfm,Chevron,Onne FOT,4414500.0,120.61,451.1,Deployed,Normal
2024-06-15,NSP-7121,Cargo Basket,Indigenous Oil Co,Onne FOT,5850000.0,80.89,461.8,Awaiting Repair,Normal
2024-12-25,NSP-6755,VideoRay Pro 5 ROV,TotalEnergies,Offshore Rig Alpha,5826000.0,181.61,80.0,Awaiting Repair,Normal
2024-10-23,NSP-2721,Rhino Boat,Shell (SPDC),Onne FOT,4588.0,118.86,257.0,Deployed,Normal
2024-06-15,NSP-3513,Towing Winch,Shell (SPDC),Offshore Rig Alpha,692.0,53.46,313.23,Standby,Normal
2024-12-31,NSP-6780,Offshore Trash Skip,Indigenous Oil Co,Offshore Rig Alpha,1097.0,116.29,135.5,Deployed,Normal
2024-06-15,NSP-8233,Air Compressor 800cfm,ExxonMobil,Milaha Barge,0.0,173.0,216.7,In Maintenance,Normal
2024-06-15,NSP-5798,VideoRay Pro 4 ROV,ExxonMobil,Bonny Island,1088.0,161.33,222.8,Awaiting Repair,Normal
2024-10-22,NSP-3934,Sub Sea ROV M8,TotalEnergies,Milaha Barge,2375.0,65.5,454.8,Deployed,Normal
2024-05-13,NSP-6061,120kva Generator,TotalEnergies,Milaha Barge,4171.0,141.16,187.6,Deployed,Normal
2024-02-05,NSP-1712,120kva Generator,Indigenous Oil Co,Onne FOT,3741.0,160.19,477.0,In Maintenance,Normal
2024-06-15,NSP-8982,Pipe Tracker,Shell (SPDC),Milaha Barge,4793.0,215.65,454.4,In Maintenance,Normal
2024-06-15,NSP-8740,Towing Winch,Indigenous Oil Co,Bonny Island,1566.0,129.38,248.8,Standby,Normal
2024-03-22,NSP-3711,VideoRay Pro 4 ROV,Chevron,Milaha Barge,0.0,113.07,436.4,Awaiting Repair,Normal
2024-11-16,NSP-5811,Pipe Tracker,Chevron,Offshore Rig Alpha,0.0,76.48,82.7,Awaiting Repair,Normal
2024-06-15,NSP-1109,VideoRay Pro 4 ROV,Shell (SPDC),Onne FOT,605.0,86.86,220.5,Deployed,Normal
2024-06-15,NSP-1370,Rhino Boat,Indigenous Oil Co,Escravos,604.0,173.78,260.9,In Maintenance,Normal
2024-06-15,NSP-2667,Cargo Basket,Indigenous Oil Co,Bonny Island,1456.0,109.92,52.47,Deployed,Normal
2024-06-15,NSP-2646,Rhino Boat,TotalEnergies,Onne FOT,3092.0,198.76,447.0,Deployed,Normal
2024-11-15,NSP-5320,Air Compressor 800cfm,TotalEnergies,Bonny Island,4831.0,169.21,499.26,In Maintenance,Normal
2024-06-17,NSP-6660,Cargo Basket,Chevron,Milaha Barge,3304.0,97.31,179.3,In Maintenance,Normal
2024-06-15,NSP-9736,Sub Sea ROV M8,Chevron,Forcados Terminal,3447.0,171.39,473.5,In Maintenance,Normal
2024-05-03,NSP-6087,VideoRay Pro 4 ROV,TotalEnergies,Forcados Terminal,1282.0,118.58,76.32,Standby,Normal
2024-06-15,NSP-1968,Towing Winch,Chevron,Forcados Terminal,1416.0,155.44169811320754,74.5,Deployed,Normal
2024-02-23,NSP-1583,Towing Winch,Chevron,Forcados Terminal,1481.0,180.44,146.1,Standby,Normal
2024-01-08,NSP-6273,Sub Sea ROV M8,Shell (SPDC),Offshore Rig Alpha,2493000.0,122.14,125.61,Standby,Normal
2024-06-15,NSP-2098,120kva Generator,Chevron,Offshore Rig Alpha,2403.0,105.81,381.0,Deployed,Normal
2024-01-26,NSP-7837,Towing Winch,Chevron,Escravos,2229.0,161.52,87.3,Deployed,Normal
2024-06-15,NSP-5491,120kva Generator,Indigenous Oil Co,Onne FOT,0.0,153.34,52.2,Awaiting Repair,Normal
2024-11-26,NSP-9444,Towing Winch,TotalEnergies,Bonny Island,1793.0,110.23,51.6,Awaiting Repair,Normal
2024-06-15,NSP-1869,120kva Generator,ExxonMobil,Escravos,3068.0,115.12,220.7,Deployed,Normal
2024-06-15,NSP-8024,Towing Winch,Indigenous Oil Co,Forcados Terminal,576.0,102.3,279.84,In Maintenance,Normal
2024-03-06,NSP-4374,120kva Generator,Chevron,Onne FOT,0.0,140.29,116.2,Awaiting Repair,Normal
2024-06-15,NSP-6646,Offshore Trash Skip,Chevron,Bonny Island,2724.0,130.18,229.9,In Maintenance,Normal
2024-03-04,NSP-9853,Air Compressor 800cfm,ExxonMobil,Onne FOT,0.0,210.4,386.9,Awaiting Repair,Normal
2024-03-13,NSP-3709,Towing Winch,TotalEnergies,Offshore Rig Alpha,5439000.0,37.72,434.6,In Maintenance,Normal
2024-06-15,NSP-3916,Towing Winch,ExxonMobil,Offshore Rig Alpha,509.0,175.23,219.6,Awaiting Repair,Normal
2024-11-24,NSP-8999,Towing Winch,ExxonMobil,Onne FOT,0.0,155.44169811320754,456.33,In Maintenance,Normal
2024-06-15,NSP-3653,Towing Winch,ExxonMobil,Forcados Terminal,1680000.0,187.91,438.5,Standby,Normal
2024-09-24,NSP-2232,Towing Winch,Shell (SPDC),Escravos,0.0,83.0,403.3,Awaiting Repair,Normal
2024-06-15,NSP-2195,Pipe Tracker,Indigenous Oil Co,Escravos,6265500.0,169.91,474.5,Awaiting Repair,Normal
2024-10-09,NSP-3431,Pipe Tracker,Shell (SPDC),Onne FOT,3899.0,152.66779069767443,276.66,In Maintenance,Normal
2024-06-15,NSP-8195,Offshore Trash Skip,Shell (SPDC),Onne FOT,0.0,183.54,67.1,Standby,Normal
2024-11-14,NSP-6150,VideoRay Pro 5 ROV,Chevron,Onne FOT,6229500.0,275.15,325.95,In Maintenance,High
2024-06-15,NSP-6931,Sub Sea ROV M8,TotalEnergies,Milaha Barge,7341000.0,159.19,457.92,In Maintenance,Normal
2024-01-16,NSP-7229,VideoRay Pro 4 ROV,Chevron,Escravos,3422.0,129.28,287.2,Deployed,Normal
2024-06-15,NSP-5460,Towing Winch,Indigenous Oil Co,Onne FOT,2678.0,121.19,331.7,Awaiting Repair,Normal
2024-06-15,NSP-1865,Sub Sea ROV M8,Chevron,Milaha Barge,4787.0,154.55,378.42,Awaiting Repair,Normal
2024-06-15,NSP-7681,Sub Sea ROV M8,Indigenous Oil Co,Bonny Island,2113.0,200.51,387.96,In Maintenance,Normal
2024-12-21,NSP-4160,VideoRay Pro 4 ROV,Shell (SPDC),Offshore Rig Alpha,3552.0,147.78,465.0,In Maintenance,Normal
2024-01-27,NSP-6769,VideoRay Pro 5 ROV,Shell (SPDC),Onne FOT,1370.0,140.47,380.4,Standby,Normal
2024-06-15,NSP-1680,Air Compressor 800cfm,ExxonMobil,Escravos,2285.0,73.88,82.1,Standby,Normal
2024-06-15,NSP-4081,Air Compressor 800cfm,Shell (SPDC),Escravos,1260.0,174.89,436.3,Standby,Normal
2024-06-15,NSP-2690,120kva Generator,Indigenous Oil Co,Offshore Rig Alpha,941.0,152.17,60.1,In Maintenance,Normal
2024-07-25,NSP-9431,VideoRay Pro 4 ROV,Indigenous Oil Co,Forcados Terminal,1680.0,159.48,164.3,Deployed,Normal
2024-10-03,NSP-5537,120kva Generator,ExxonMobil,Milaha Barge,0.0,181.68,223.8,Awaiting Repair,Normal
2024-02-17,NSP-2832,VideoRay Pro 5 ROV,Shell (SPDC),Onne FOT,6732000.0,150.71500000000003,113.2,Awaiting Repair,Normal
2024-02-25,NSP-5529,Sub Sea ROV M8,Chevron,Onne FOT,3340.0,247.5,343.9,Awaiting Repair,Normal
2024-06-15,NSP-7282,VideoRay Pro 4 ROV,ExxonMobil,Offshore Rig Alpha,3463.0,25.57,248.8,Awaiting Repair,Normal
2024-06-15,NSP-3108,VideoRay Pro 5 ROV,Chevron,Escravos,3659.0,124.53,230.55,Awaiting Repair,Normal
2024-06-15,NSP-2845,Towing Winch,Shell (SPDC),Forcados Terminal,4310.0,192.46,474.8,Standby,Normal
2024-12-26,NSP-4960,120kva Generator,ExxonMobil,Escravos,1379.0,146.63626666666667,273.3,In Maintenance,Normal
2024-06-02,NSP-2025,Air Compressor 800cfm,Chevron,Bonny Island,1167.0,146.61,272.0,Awaiting Repair,Normal
2024-06-18,NSP-6969,Towing Winch,Indigenous Oil Co,Milaha Barge,4241.0,155.44169811320754,243.27,In Maintenance,Normal
2024-01-31,NSP-8641,VideoRay Pro 4 ROV,TotalEnergies,Onne FOT,0.0,158.03,77.91,Deployed,Normal
2024-06-15,NSP-3982,Air Compressor 800cfm,Chevron,Bonny Island,1464.0,218.11,200.34,Standby,Normal
2024-09-13,NSP-2074,Pipe Tracker,Indigenous Oil Co,Bonny Island,1861.0,139.78,249.63,Standby,Normal
2024-06-15,NSP-8972,Cargo Basket,TotalEnergies,Forcados Terminal,2676.0,141.82,60.4,Deployed,Normal
2024-07-07,NSP-6241,Cargo Basket,TotalEnergies,Offshore Rig Alpha,2254.0,173.47,424.53,Awaiting Repair,Normal
2024-06-15,NSP-8034,Air Compressor 800cfm,ExxonMobil,Onne FOT,4020.0,180.84,430.5,Deployed,Normal
2024-06-15,NSP-5684,Pipe Tracker,TotalEnergies,Escravos,1940.0,234.77,113.1,In Maintenance,Normal
2024-03-27,NSP-9123,VideoRay Pro 4 ROV,Chevron,Forcados Terminal,566.0,185.2,362.52,Standby,Normal
2024-06-15,NSP-2184,Rhino Boat,Shell (SPDC),Bonny Island,4727.0,158.15,236.7,Awaiting Repair,Normal
2024-06-15,NSP-7249,Cargo Basket,TotalEnergies,Milaha Barge,3633.0,96.87,402.8,In Maintenance,Normal
2024-08-13,NSP-5262,VideoRay Pro 5 ROV,ExxonMobil,Milaha Barge,0.0,135.4,428.2,Deployed,Normal
2024-06-15,NSP-6969,Offshore Trash Skip,Chevron,Bonny Island,3384000.0,129.81,423.3,Awaiting Repair,Normal
2024-10-08,NSP-9007,Towing Winch,Shell (SPDC),Offshore Rig Alpha,4768.0,77.65,226.7,Awaiting Repair,Normal
2024-06-15,NSP-9015,Offshore Trash Skip,TotalEnergies,Bonny Island,0.0,212.94,311.4,Deployed,Normal
2024-05-28,NSP-9634,Towing Winch,Chevron,Onne FOT,4868.0,180.1,250.0,In Maintenance,Normal
2024-06-15,NSP-1952,Cargo Basket,Shell (SPDC),Offshore Rig Alpha,2218.0,124.23,456.8,Standby,Normal
2025-02-01,NSP-4285,120kva Generator,Chevron,Bonny Island,4483.0,204.97,120.8,Deployed,Normal
2024-06-15,NSP-3284,Offshore Trash Skip,Indigenous Oil Co,Escravos,3627.0,140.56,69.7,In Maintenance,Normal
2024-06-15,NSP-5218,Towing Winch,TotalEnergies,Forcados Terminal,4912.0,147.74,400.68,Awaiting Repair,Normal
2024-06-15,NSP-5637,Sub Sea ROV M8,Shell (SPDC),Offshore Rig Alpha,2472000.0,97.78,429.3,Deployed,Normal
2024-07-31,NSP-6607,Cargo Basket,TotalEnergies,Escravos,5472000.0,187.47,181.26,Standby,Normal
2024-06-15,NSP-6851,Pipe Tracker,Shell (SPDC),Escravos,858.0,151.09,373.5,Standby,Normal
2024-05-22,NSP-5782,Towing Winch,ExxonMobil,Offshore Rig Alpha,1888.0,186.94,71.55,Standby,Normal
2024-09-01,NSP-5018,Air Compressor 800cfm,Chevron,Bonny Island,1684500.0,214.02,114.0,Standby,Normal
2024-06-15,NSP-6876,VideoRay Pro 4 ROV,Indigenous Oil Co,Milaha Barge,3134.0,124.95,223.3,Standby,Normal
2024-03-12,NSP-5979,Rhino Boat,ExxonMobil,Forcados Terminal,6084000.0,173.97,219.8,In Maintenance,Normal
2024-06-15,NSP-1526,Towing Winch,Indigenous Oil Co,Escravos,1778.0,107.69,451.56,Awaiting Repair,Normal
2024-07-17,NSP-9953,VideoRay Pro 5 ROV,TotalEnergies,Milaha Barge,4012.0,194.16,435.66,Standby,Normal
2024-11-06,NSP-1768,Cargo Basket,TotalEnergies,Escravos,0.0,149.17,465.87,Deployed,Normal
2024-09-16,NSP-3793,Pipe Tracker,Indigenous Oil Co,Bonny Island,569.0,184.17,171.2,Deployed,Normal
2024-06-15,NSP-3015,VideoRay Pro 5 ROV,Chevron,Onne FOT,3948.0,9.04,314.0,In Maintenance,Normal
2024-12-27,NSP-8902,Sub Sea ROV M8,ExxonMobil,Offshore Rig Alpha,2623.0,84.52,92.22,In Maintenance,Normal
2024-06-23,NSP-4967,Pipe Tracker,TotalEnergies,Offshore Rig Alpha,2867.0,152.66779069767443,259.1,Awaiting Repair,Normal
2024-06-15,NSP-1889,Towing Winch,Chevron,Forcados Terminal,732.0,247.65,110.9,Awaiting Repair,Normal
2024-06-15,NSP-3949,Cargo Basket,Chevron,Escravos,0.0,264.6,224.2,In Maintenance,Normal
2024-06-15,NSP-9051,120kva Generator,Indigenous Oil Co,Offshore Rig Alpha,1730.0,243.37,117.7,Standby,Normal
2025-01-15,NSP-9015,Towing Winch,Shell (SPDC),Bonny Island,4391.0,185.0,70.1,Standby,Normal
2024-07-02,NSP-7539,Pipe Tracker,ExxonMobil,Escravos,1719000.0,188.07,104.94,Deployed,Normal
2024-05-08,NSP-9655,Sub Sea ROV M8,Chevron,Offshore Rig Alpha,6077999.999999999,146.87,208.1,Deployed,Normal
2024-08-23,NSP-5350,Cargo Basket,Chevron,Bonny Island,2192.0,146.33287234042555,362.0,Standby,Normal
2024-09-06,NSP-6789,Air Compressor 800cfm,TotalEnergies,Escravos,1255.0,194.43,155.82,In Maintenance,Normal
2025-01-15,NSP-1007,Towing Winch,ExxonMobil,Milaha Barge,796.0,230.35,145.0,Deployed,Normal
2024-11-06,NSP-8416,120kva Generator,Chevron,Bonny Island,1618.0,103.54,173.31,Deployed,Normal
2024-06-15,NSP-5867,VideoRay Pro 4 ROV,Shell (SPDC),Forcados Terminal,0.0,93.3,91.6,Awaiting Repair,Normal
2024-06-15,NSP-7305,Rhino Boat,Indigenous Oil Co,Bonny Island,2173.0,110.74,254.5,Deployed,Normal
2024-03-11,NSP-1011,VideoRay Pro 5 ROV,Shell (SPDC),Onne FOT,0.0,89.96,434.8,Awaiting Repair,Normal
2024-06-15,NSP-4083,Pipe Tracker,Indigenous Oil Co,Bonny Island,4657.0,241.58,100.8,Deployed,Normal
2024-06-15,NSP-7071,Sub Sea ROV M8,Shell (SPDC),Milaha Barge,1999.0,137.68,228.5,Standby,Normal
2024-01-16,NSP-6897,Offshore Trash Skip,Chevron,Forcados Terminal,2815500.0,139.84,299.8,Deployed,Normal
2024-06-15,NSP-5853,Towing Winch,Indigenous Oil Co,Bonny Island,1987.0,124.08,432.48,In Maintenance,Normal
2024-06-15,NSP-7025,Pipe Tracker,TotalEnergies,Onne FOT,2160.0,186.97,223.8,In Maintenance,Normal
2024-11-12,NSP-6704,VideoRay Pro 5 ROV,ExxonMobil,Escravos,0.0,119.64,199.0,Awaiting Repair,Normal
2024-04-21,NSP-8876,Air Compressor 800cfm,ExxonMobil,Offshore Rig Alpha,0.0,131.72,323.9,Deployed,Normal
2024-09-09,NSP-7334,120kva Generator,TotalEnergies,Escravos,2160.0,175.21,478.59,Standby,Normal
2024-06-15,NSP-5276,VideoRay Pro 5 ROV,TotalEnergies,Milaha Barge,1134.0,178.62,231.0,Deployed,Normal
2024-10-23,NSP-8058,Air Compressor 800cfm,ExxonMobil,Onne FOT,3410.0,106.97,417.2,In Maintenance,Normal
2024-06-15,NSP-6435,VideoRay Pro 4 ROV,Shell (SPDC),Milaha Barge,0.0,128.02,284.1,Deployed,Normal
2024-05-08,NSP-6920,120kva Generator,Chevron,Forcados Terminal,3275.0,120.23,357.75,Deployed,Normal
2024-12-11,NSP-1569,VideoRay Pro 4 ROV,Indigenous Oil Co,Offshore Rig Alpha,818.0,110.57,359.9,In Maintenance,Normal
2024-06-15,NSP-1120,VideoRay Pro 4 ROV,Indigenous Oil Co,Forcados Terminal,1757.0,218.67,52.0,Awaiting Repair,Normal
2024-10-14,NSP-8614,VideoRay Pro 4 ROV,TotalEnergies,Bonny Island,2413500.0,62.77,147.3,Standby,Normal
2024-08-09,NSP-7711,Cargo Basket,TotalEnergies,Milaha Barge,3507.0,103.92,326.2,Awaiting Repair,Normal
2024-06-15,NSP-2207,Cargo Basket,Shell (SPDC),Onne FOT,3463.0,94.22,341.85,Deployed,Normal
2024-06-15,NSP-8252,Pipe Tracker,Chevron,Bonny Island,1125.0,149.2,352.5,In Maintenance,Normal
2024-03-28,NSP-1661,Sub Sea ROV M8,TotalEnergies,Escravos,3227.0,149.14,157.41,Awaiting Repair,Normal
2024-06-15,NSP-5570,Cargo Basket,Chevron,Bonny Island,6355500.0,129.9,184.4,Standby,Normal
2024-06-15,NSP-2900,Rhino Boat,Chevron,Milaha Barge,5220000.0,144.59,328.8,Deployed,Normal
2024-06-15,NSP-7702,VideoRay Pro 4 ROV,ExxonMobil,Milaha Barge,2765.0,205.61,260.5,Awaiting Repair,Normal
2024-12-25,NSP-6592,Offshore Trash Skip,ExxonMobil,Offshore Rig Alpha,755.0,188.78,287.5,Deployed,Normal
2024-12-13,NSP-7609,Towing Winch,TotalEnergies,Milaha Barge,0.0,134.97,360.2,In Maintenance,Normal
2024-06-15,NSP-6311,Rhino Boat,Indigenous Oil Co,Onne FOT,2790.0,195.63,271.2,Awaiting Repair,Normal
2024-05-14,NSP-8063,120kva Generator,Indigenous Oil Co,Forcados Terminal,2118.0,171.09,315.4,In Maintenance,Normal
2024-02-14,NSP-1726,Cargo Basket,TotalEnergies,Bonny Island,0.0,153.05,251.8,In Maintenance,Normal
2024-06-15,NSP-1588,Towing Winch,Shell (SPDC),Forcados Terminal,1107.0,68.88,170.8,Standby,Normal
2024-08-01,NSP-8211,Rhino Boat,Shell (SPDC),Offshore Rig Alpha,0.0,95.05,143.1,In Maintenance,Normal
2024-05-21,NSP-5183,VideoRay Pro 5 ROV,Shell (SPDC),Forcados Terminal,1906.0,239.83,383.19,Standby,Normal
2024-09-02,NSP-7927,120kva Generator,ExxonMobil,Bonny Island,3246.0,195.45,92.22,Deployed,Normal
2024-04-02,NSP-6134,Cargo Basket,ExxonMobil,Forcados Terminal,3565.0,146.33287234042555,161.6,Standby,Normal
2024-06-15,NSP-1258,VideoRay Pro 4 ROV,ExxonMobil,Escravos,6238500.0,129.75,241.68,Standby,Normal
2024-02-09,NSP-2193,120kva Generator,Indigenous Oil Co,Bonny Island,3944.0,185.03,447.8,Awaiting Repair,Normal
2024-10-03,NSP-7676,Pipe Tracker,Indigenous Oil Co,Onne FOT,4308000.0,180.43,269.4,Standby,Normal
2024-12-02,NSP-7629,Sub Sea ROV M8,TotalEnergies,Bonny Island,4912.0,205.42,347.8,In Maintenance,Normal
2024-05-22,NSP-5329,Air Compressor 800cfm,ExxonMobil,Escravos,1951.0,121.48,496.8,Standby,Normal
2024-06-15,NSP-7875,Towing Winch,Shell (SPDC),Offshore Rig Alpha,4391.0,140.63,455.0,In Maintenance,Normal
2024-01-02,NSP-1255,Pipe Tracker,Shell (SPDC),Onne FOT,2233.0,124.69,395.8,Standby,Normal
2024-10-16,NSP-1330,Towing Winch,Indigenous Oil Co,Onne FOT,0.0,141.02,458.3,Deployed,Normal
2024-06-15,NSP-7742,Cargo Basket,Indigenous Oil Co,Forcados Terminal,3837.0,115.95,119.7,Deployed,Normal
2024-05-26,NSP-3611,Rhino Boat,ExxonMobil,Milaha Barge,0.0,160.58,497.67,Awaiting Repair,Normal
2024-11-11,NSP-2417,Air Compressor 800cfm,TotalEnergies,Escravos,745.0,145.57,414.0,Standby,Normal
2024-06-10,NSP-3196,Sub Sea ROV M8,TotalEnergies,Bonny Island,3004.0,127.31,91.0,Standby,Normal
2024-02-13,NSP-1948,VideoRay Pro 5 ROV,ExxonMobil,Escravos,752.0,176.1,488.13,Awaiting Repair,Normal
2024-06-14,NSP-6604,Air Compressor 800cfm,ExxonMobil,Forcados Terminal,3889500.0,143.94,295.74,Deployed,Normal
2025-02-02,NSP-2018,120kva Generator,ExxonMobil,Milaha Barge,0.0,118.19,346.62,In Maintenance,Normal
2024-06-15,NSP-2626,Rhino Boat,TotalEnergies,Forcados Terminal,1476.0,121.75,157.41,In Maintenance,Normal
2024-06-15,NSP-2760,Sub Sea ROV M8,ExxonMobil,Bonny Island,3546.0,149.42,389.55,Awaiting Repair,Normal
2024-06-15,NSP-8963,Rhino Boat,Chevron,Onne FOT,2109000.0,201.53,254.4,Standby,Normal
2024-06-15,NSP-6633,Pipe Tracker,ExxonMobil,Forcados Terminal,4337.0,154.42,266.3,Awaiting Repair,Normal
2024-06-15,NSP-4955,120kva Generator,Chevron,Escravos,4185.0,132.34,58.8,In Maintenance,Normal
2024-06-13,NSP-9776,Sub Sea ROV M8,ExxonMobil,Milaha Barge,3618.0,44.51,106.9,In Maintenance,Normal
2024-01-26,NSP-8013,Pipe Tracker,Chevron,Bonny Island,3338.0,152.66779069767443,350.7,Awaiting Repair,Normal
2024-06-15,NSP-3180,VideoRay Pro 4 ROV,Shell (SPDC),Milaha Barge,3664.0,104.2,389.55,Awaiting Repair,Normal
2024-06-15,NSP-5335,Air Compressor 800cfm,TotalEnergies,Forcados Terminal,1601.0,155.55086956521737,391.7,Awaiting Repair,Normal
2024-06-15,NSP-3365,Rhino Boat,Chevron,Forcados Terminal,2877.0,210.93,77.7,Standby,Normal
2024-11-28,NSP-1530,Rhino Boat,Chevron,Milaha Barge,2340.0,156.1,54.06,In Maintenance,Normal
2024-05-28,NSP-5840,Sub Sea ROV M8,TotalEnergies,Milaha Barge,2304000.0,96.7,79.0,In Maintenance,Normal
2024-06-15,NSP-2137,Sub Sea ROV M8,Indigenous Oil Co,Escravos,502.0,147.42,372.06,In Maintenance,Normal
2024-06-15,NSP-9933,Cargo Basket,ExxonMobil,Onne FOT,1490.0,125.02,414.7,Standby,Normal
2024-06-15,NSP-6718,VideoRay Pro 5 ROV,Indigenous Oil Co,Bonny Island,0.0,146.94,194.9,Deployed,Normal
2024-12-25,NSP-5861,Offshore Trash Skip,Shell (SPDC),Onne FOT,2414.0,160.23901408450706,411.81,Deployed,Normal
2024-08-28,NSP-2669,Pipe Tracker,Shell (SPDC),Offshore Rig Alpha,2642.0,134.25,375.24,Awaiting Repair,Normal
2024-06-15,NSP-4093,Air Compressor 800cfm,Indigenous Oil Co,Escravos,2554500.0,71.43,225.5,In Maintenance,Normal
2024-06-15,NSP-6289,Cargo Basket,Indigenous Oil Co,Milaha Barge,4035.0,103.38,398.1,In Maintenance,Normal
2024-06-15,NSP-9093,Towing Winch,Indigenous Oil Co,Bonny Island,2672.0,134.66,355.3,Deployed,Normal
2024-06-15,NSP-3939,120kva Generator,TotalEnergies,Bonny Island,2720.0,85.45,298.92,Awaiting Repair,Normal
2024-06-15,NSP-2614,VideoRay Pro 4 ROV,ExxonMobil,Forcados Terminal,1655.0,86.77,98.6,Deployed,Normal
